Link,Mobile Name,Price,Rating,Comments,Seller Name,Positive Seller Ratings,Ship on Time,Chat Response Rate
https://www.daraz.pk/products/vivo-y36-664-ich-display-8gb-ram-128gb-rom-i428438000-s2037627156.html?search=1,"Vivo Y36 - 6.64"" Ich Display - 8GB RAM - 128GB ROM","Rs. 66,399",,[],Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/4gb-a03-64gb-4-pls-lcd-unisc-t606-48mp-4-mah-i318029243-s1686759436.html?search=1,"Samsung Galaxy A03 4GB RAM 64GB ROM 6.5"" PLS LCD Capacitive Touchscreen Unisoc T606 Processor 48MP Main Camera 5000 mAh Battery","Rs. 46,500",5.0,"['Mobile is manufactured in Pakistan. No handsfree. Seller is cooperative. But before purchasing ask from seller either this one is samsung original or local product. Overall mobile performance is Good.', 'Highly Recommended 💯']",AHM Mobile,94%,90%,100%
https://www.daraz.pk/products/a04e-3gb-32gb-13mp-5000mah-i432607481-s2065321473.html?search=1,"Samsung A04e , 3GB RAM 32GB ROM , 13MP Main Camera , Finger Sensor , 5000mAh Battery","Rs. 35,999",,[],Mobile Dot,88%,60%,59%
https://www.daraz.pk/products/10c-4-gb-128-gb-8-mp-16-mp-5000-mah-i423506048-s2005343756.html?search=1,Tecno Spark 10C RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 16 MP Battery Type 5000 mAh,"Rs. 35,880",4.8,"['Nice... Fast Delivery in just 3 days Highly Recommended Thanks', 'Good', ""I'm very happy to receive such a beautiful phone seller sent me original phone thanks recommend seller"", '', '', '']",Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/30-8-gb-128-gb-16-mp-64-mp-2-mp-ai-5000-mah-i432190982-s2063455799.html?search=1,"Infinix Note 30 RAM 8 GB ROM 128 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable","Rs. 54,999",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/a14-6gb-128gb-5000-mah-i422734048-s2000617671.html?search=1,Samsung Galaxy A14 || 6GB Ram 128GB Rom || 5000 mAh Battery,"Rs. 59,999",5.0,[],MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/a04e-3gb-32gb-13mp-5000mah-i431069672-s2056160948.html?search=1,"Samsung A04e , 3GB RAM 32GB ROM , 13MP Main Camera , Finger Sensor , 5000mAh Battery","Rs. 35,999",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/s22-12gb-256gb-5000-mah-i346414257-s1773613172.html?search=1,Samsung Galaxy S22 Ultra 12GB RAM 256GB ROM 5000 mAH,"Rs. 394,999",,[],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/3gb-a04e-pta-i428140805-s2035276141.html?search=1,Galaxy A04e 3GB RAM-32GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 33,999",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/vivo-y36-8gb-ram-128gb-rom-5000mah-battery-i426999419-s2026561749.html?search=1,Vivo Y36 || 8GB Ram 128GB Rom || 5000mAh Battery,"Rs. 67,999",,[],MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/c30-2gb-32gb-wach-5000mah-i410386910-s1963147926.html?search=1,Realme C30 || 2GB Ram 32GB Rom || 5000mAh Battery,"Rs. 22,890",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/12-4-3gb-128gb-90hz-c-i339008174-s1752860978.html?search=1,Infinix Hot 12 Play Ram 4+3GB - Rom 128GB + 90hz Refresh Rate - Type C Box Pack,"Rs. 32,000",,[],Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/3gb-a04-32gb-5000mah-i428144271-s2035254600.html?search=1,Samsung Galaxy A04 - 3GB RAM - 32GB ROM - 5000mAh Battery,"Rs. 29,499",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/y15c-4-64gb-65-hd-ips-2022-ios-12-13mp-qvga-8mp-i348010905-s1776195896.html?search=1,"VIVO Y15C 4+64GB -6.5 HD"" Dot-in* IPS Display 2022 Model- IOS Android 12- Rear Camera 13MP+QVGA , Front Camera 8MP","Rs. 35,500",,[],OWSTOREZ,,,
https://www.daraz.pk/products/30i-4-gb-128-gb-8-mp-13-mp-5000-mah-i430437378-s2051653659.html?search=1,Infinix Hot 30i RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 13 MP Dual Camera Battery Type 5000 mAh,"Rs. 38,780",,[],S 4 SHOPPING,93%,37%,100%
https://www.daraz.pk/products/3gb-c30-32gb-65-5000mah-i431044873-s2056427253.html?search=1,Realme C30 - 3GB RAM 32GB ROM - 6.5 Inches Display - 5000mAh Battery,"Rs. 23,299",,[],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/4gb-a14-128gb-50mp-5000mah-i432892070-s2069900699.html?search=1,"Samsung Galaxy A14 , 4GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 55,999",,[],AL HAMDULILLAH TRADING,94%,28%,73%
https://www.daraz.pk/products/30-8gb-128gb-678-5000mah-i432206287-s2063487064.html?search=1,Infinix Hot 30 - 8GB RAM 128GB ROM - 6.78 Inches Display - 5000mAh Battery,"Rs. 39,399",3.5,"[""Don't Buy Infinix Hot 30, it has battery issues. Reject Infinix..""]",Mercato trading,91%,87%,100%
https://www.daraz.pk/products/c33-4gb-64gb-50mp-5000mah-i403673079-s1946662818.html?search=1,Realme C33 || 4GB Ram 64GB Rom || 50MP Rear Camera || 5000mAh Battery,"Rs. 29,999",4.7,['Lovely product. very fast delivery. Daraz is excellent as always'],MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/a13-fhd-50mp-8mp-4gb-6466-gb-128-mah-i289276492-s1555271191.html?search=1,"Samsung Galaxy A13 - 6.6"" FHD+ Display - 50MP Main Camera - 8MP Selfie Camera - 4GB RAM - 64/128GB ROM - 5000MAH Battery","Rs. 43,999",5.0,"['100% Orignal product I am Very Happy Its My 1st Experience With Daraz And this store i Will Give 10/10 To them', 'Received original product ..... Nicely packed ... Seller sent me back cover and glass protector as a gift. Unfortunately, the glass protector was cracked, but thanks for the effort.... Thank you so much', 'Delivered in one day...great packing .', '']",Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/samsung-galaxy-a33-5g-8gb-ram-128gb-rom-i315983578-s1919737602.html?search=1,SAMSUNG GALAXY A33 5G 8GB RAM 128GB ROM,"Rs. 103,500",,[],Everest Communication.,100%,100%,Not enough data
https://www.daraz.pk/products/12-6gb-128gb-g85-13-8mp-90hz-682-5000-mah-i310001560-s1647558269.html?search=1,"Infinix HOT 12 - 6GB RAM 128GB ROM - Mediatek Helio G85 Processor - 13+8MP Camera - 90Hz 6.82"" Rapid Refresh Rate Display - 5000 mAh Battery","Rs. 39,499",,[],Mercato trading,91%,87%,100%
https://www.daraz.pk/products/12-6gb-1-000-gb-12-ips-90hz-18-i315589496-s1670786452.html?search=1,Infinix Hot 12 || 6GB Ram 128GB Rom || 6.82 Inches IPS Display 90Hz || 5000 mAh- Fast charging 18W,"Rs. 45,499",5.0,"['Thanks great job 💯👍', 'Items same as described. PTA approved and with brand warranty.... Good seller', 'Delivery on time, Parcel is very good', 'Best seller 😀 best product 👍', 'Delivery on time, Parcel is very good', '']",BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/19-678-fhd-dot-in-ips-128gb-6gb-48mp-2mp-ai-32mp-i347134621-s1774284548.html?search=1,"CAMON 19 NEO 6.78 FHD"" Dot-in* IPS Display 128GB ROM + 6GB RAM , Rear Camera 48MP+2MP+ AI Cam , Front Camera 32MP","Rs. 43,500",,[],OWSTOREZ,,,
https://www.daraz.pk/products/tecno-camon-20-8gb8gb-ram-256gb-rom-5000mah-battery-in-display-fingerprint-i427916270-s2054994143.html?search=1,Tecno Camon 20 - 8GB+8GB Ram 256GB Rom - 5000mAh Battery - In Display Fingerprint,"Rs. 46,999",5.0,"['Excellent service, quickest delivery with in 36 hours and fabulous product with safe packing', 'Mobile bht acha hai orignal hai use mein bht he acha hai camre ka result bht kaml hai or darz ny packing bht achi ki the', 'Value of money, Genuine product,', 'Value of money, Genuine product,', '']",MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/3gb-a04e-wach-5000mah-i424666100-s2011344450.html?search=1,Samsung Galaxy A04e 3GB Ram || 5000mAh Battery,"Rs. 33,999",,[],MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/y16-wace-4gb-64gb-651-ips-wach-5000-mah-10w-i425323477-s2014639327.html?search=1,Vivo Y16 || 4GB Ram 64GB Rom || 6.51 Inches IPS Display || 5000 mAh - Battery charging 10W || Fingerprint,"Rs. 59,999",,[],BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428572097-s2046477849.html?search=1,"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable","Rs. 53,770",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/12-8gb-128gb-g96-50mp-fhd-i312968313-s1660040618.html?search=1,"Infinix NOTE 12 - 8GB RAM 128GB ROM - Mediatek Helio G96 Processor - 50MP Triple Camera - 6.7"" FHD+ AMOLED Display","Rs. 60,980",4.9,"['ماشاءاللہ بہت زبردست موبائل فون ہے ہر لحاظ سے بہترین ہے اور سب سے بڑھ کر سیلر بہت اچھا انسان ہے اللہ تعالیٰ اسکے رزق حلال میں اضافہ فرماۓ', 'Good Seller. Order recieved on time.Package was nicely packed order 2 phones. Recommended Seller.', 'bht ACHA mobile ha intime delivery comfortable mobile', 'اس قیمت میں ان خصوصیات کے ساتھ آج کی تاریخ میں بہترین فون ہے', 'Package bohat late diliver HOA hai wo bhi daraz per complain ker NY k bad Baqi cell 100 % ok original hai aur new pin pack hai', 'Thanks 👍', 'original mobile with warranty , 100% satisfied', 'authentic and trusted seller. excellent packing and genuine product. 10/10, deliver within 2 days.', 'good product great dealer deliver product as per cometment thanks', 'RECIEVED IN TIME but XCLUB CARD MISSING OVER ALL OK THANKS.', 'Seller is very cooperative and the product is also original', '1000% good seller extra fast delivery.... product 100% original....', 'Original product. Received same as ordered.', 'Good product good experience .', 'Look nice, All over is good. 👍', 'Very Good on time and very fast delivery.', 'awesome dillevry is on time', 'excellent', 'all over good', 'phone working fine and received in good condition... the prices are not according to the market but can work ...', '', '', '', '', '', '', '']",Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/4gb-a04s-128gb-50mp-5000mah-i431287762-s2056756111.html?search=1,"Samsung A04s , 4GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 48,999",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/a14-4-gb-128-gb-13-mp-50-mp-2-mp-2-mp-5000-mah-i422768777-s2000828836.html?search=1,"Samsung Galaxy A14 RAM 4 GB ROM 128 GB Front Camera 13 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type (Li-Po Non removable), 5000 mAh","Rs. 56,990",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/s6-p613-wifi-104-8mp-7040mah-i427525195-s2030868407.html?search=1,Samsung Galaxy Tab S6 P613 Lite WiFI - 10.4 inches - 8MP Back Camera - 7040mAh Battery,"Rs. 99,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/a33-8-gb-128-gb-13-mp-48-mp-i315989778-s1673608214.html?search=1,Samsung Galaxy A33 5 G RAM 8 GB 128 GB Camera Front 13 MP Back 48 MP,"Rs. 125,000",5.0,['Thankyou very much daraz Thankyou very much Ali Communication. timely parcel delivered hua r jesa socha tha wesy hi paya maine.'],Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/a34-6-gb-128gb-13-mp-48-mp-8-m-5-mp-5-mahp-i431001445-s2055798168.html?search=1,"Samsung Galaxy A34 RAM 8 GB ROM 128GB Front Camera 13 MPBack Camera 48 MP + 8 MBattery Type Li-Po Non removable, 5000 mAhP + 5 MP","Rs. 160,000",,[],Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/10-8gb-128gb-50-mp-5000mah-i432744611-s2068302399.html?search=1,"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery","Rs. 37,999",4.7,"['pehli br draz sy itni mehnghi cheez li ha. i was so scared. wo b advance payment py. ak tu is me headfone include nhi. wo msla company ka ha. dusra black color order kia ta. seller ny bina pochy yh bej dia. itna issue ni h at least ak br pochna chye na? i pay 41000 for it k market sy b zada h. wo b adjustable h. phone mujy bht psnd aya isk features. clr ghlt bejny ki wja giving 4 star.', 'Perfect Mobile reasonable price , Delivery with in 2days Seller was good Thankyou so much', '- Very good quality built - Good performance - Safely delivered - Good seller service', '- Very good quality built - Good performance - Safely delivered - Good seller service', 'original product and bought at a very competitive price. recommended seller', 'The quality of product is awesome. The price is very reasonable in this specs. Highly recommended.', 'دو عدد ٹیکنو اسپارک 10 pro آرڈر کیا تھا، الحمدوللہ آرڈر بروقت اور صحیح سلامت موصول ہو گیا ہے، سیلر مسلسل رابطے میں رہے، شکریہ', 'm.a bot acha hai jaldi aya hai', 'Perfect Mobile reasonable price , Delivery with in 2days Seller was good Thankyou so much', 'A1 MashaAllah. Behtareen mobile hai. thanks to seller and daraz ❤️', 'Color Jo mangwaya tha wo nhi Aya lkn ye bhi bhtt acha hai Thankyou Seller', 'honest seller maine order black colour kia tha but invertory na hone ki waja se mujse inho permission le k or colour bheja', 'best quality,Excellent', 'same product as shown', 'looks good. feels good.', 'order black n white phone ka Kara or bhej DIA pearl white Bhai agar aapkay pass avalaible Nahi Tha to order cancel kardaite', 'Good Product and best value for money', '', '', '', '']",ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/a13-4-gb-64-gb-8-mp-50-5-2-mp-5000-mah-i291761348-s1568124052.html?search=1,Samsung Galaxy A13 RAM 4 GB ROM 64 GB Camera Fornt 8 MP Back 50 +5 +2 MP Battery 5000 mah,"Rs. 52,990",5.0,[],Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/samsung-galaxy-a03-65-inch-display-4gb-ram-64gb-rom-i319407020-s1695541126.html?search=1,"Samsung Galaxy A03 - 6.5"" Inch Display - 4GB RAM - 64GB ROM","Rs. 32,999",4.7,"['موبائل تو مل گیا لیکن سیل پھٹی ہوئی اور پیکنگ پہلے سےکھلی ہوئی تھی۔یہ چیز غلط ہے اور سیلنگ قانون کی خلاف ورزی ہے۔اسلیے میں سیلر سے مطمئن نہیں ہوں', 'The Phone is nice having great battery timing. Worth a deal', 'Box is Without headphone locally packed and charging issue 15% from last 5hours on charging Not going up even after changing the charger', 'Original product and received in 4 days i m very happy to buy Samsung galaxy A03 from Daraz again thanks', 'Good phone for the price. The fingerprint scanner is missing but the face-unlock works well.', 'Received package as ordered with in due time. Thank you.', 'I have not received warranty plz let me know, or I ll return it', 'great phone works fine', 'IT WAS GOOD AND BOX PACKED', 'good', 'Good quality product', 'Box is Without headphone locally packed and charging issue 15% from last 5hours on charging Not going up even after changing the charger', 'I ordered blue and asked the seller in chat to send the blue but he send black color', '', '', '', '', '', '', '', '', '', '', '', '']",Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/v27e-8gb-256gb-64mp-ois-120hz-66w-i422830365-s2001283011.html?search=1,Vivo V27e - 8GB RAM - 256GB ROM - 64MP OIS Camera - 120Hz Amoled Display - 66W Flash Charge,"Rs. 99,970",5.0,"['Wonderfull experience with daraz buying cell phone. It was in accordance with the company standards, properly sealed and warrantywise ok. Im happy to receive my order just in two days. Thanks']",AHM Mobile,94%,90%,100%
https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428561756-s2046190582.html?search=1,"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable","Rs. 47,980",5.0,"[""Excellent brilliant quality + fast delivery from seller. Thank you somuch, you rock ! Will order again. A+ seller! The description was accurate! I'm so happy with my purchase. Great product. Great service. Excellent seller. Arrived in excellent condition, quick ship thanks again for the seller for the fastest delivery and Daraz. inshallah next purchasing ka moqa Milla to esi seller se hi kron ga because seller you rock. outstanding yaar. As described, good quality arrived quickly, recommended"", ""It's a good buy with all the discounts. Received same color as selected. A very responsive seller. Thanks""]",Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/30-8gb-256gb-10-hz-10-bit-i429301030-s2041761202.html?search=1,Infinix Note 30 Pro - 8GB RAM 256GB ROM - 120Hz 10-bit AMOLED Eye-care Display,"Rs. 70,000",,[],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/4gb-a8-x200-64gb-8mp-105-mah-i427531021-s2030867353.html?search=1,Samsung Galaxy Tab A8 X200 WIFI - 10.5 inches - 4GB RAM 64GB ROM - 8MP Main Camera - 7040mAh Battery,"Rs. 64,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/4gb-y22-64gb-50mp-5000mah-i426260354-s2023602753.html?search=1,"Vivo Y22 , 4GB RAM 64GB ROM ,50MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 67,999",5.0,['Awesome seller received on time'],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/64gb-4gb-a04-i403904603-s1947639466.html?search=1,Samsung Galaxy A04 4GB - 64GB OFFICIAL WARRANTY,"Rs. 34,800",,[],Nafy Shafy,94%,75%,92%
https://www.daraz.pk/products/6-3gb-64gb-66-5000mah-i433718981-s2081387096.html?search=1,Infinix Smart 6 - 3GB RAM + 64GB ROM - 6.6 Inches Display - 5000mAh Battery,"Rs. 24,766",,[],KE traders,88%,80%,100%
https://www.daraz.pk/products/4gb-y02t-64gb-651-5000mah-i427323527-s2089387073.html?search=1,Vivo Y02T - 4GB RAM 64GB ROM - 6.51 Inches Display - 5000mAh Battery,"Rs. 35,499",3.0,"['فراڈ سیلر ہے یہ بندہ میں دراز ایپ4سال سے استعمال کر رہا ہوں اور بہت زیادہ سامان منگواتا ہوں لیکن اس نوسرباز نے تو خد کر دی32000کا موبائل خریدا اور ان جناب نے 2 آلو بیجے موبائل کے ڈبے میں پیک کر کے۔خدا کو کیا منہ دیکھاو گے جن بچوں کو خرام کھلا رہے ہو ان کا کیا قصور ہے کہ ان کا خون گندا کر رہے ہو۔اللہ پاک کو کیسے دھوکہ دو گے اس کی نظر سے تم اور تمھارے گناہ چھپ نہیں سکتے۔دراز والو ایسے گندے انڈے اپنی ایپ سے نکالیں۔ اور تمام دراز ایپ والو اس سے کوئی آرڈر نا کریں۔یہ آپ اور دراز دونوں کے لیے نقصان دہ', 'owsume product in reasonable price']",Kashif Electronics (Karachi),89%,93%,100%
